"state_abb","district","year","total_votes","dem","other","rep"
"NC",4,1996,265165,0.50785737182509,0.0637376727697849,0.428404955405125
"NC",4,1996,286637,0.508182823571277,0.0544172594605721,0.437399916968151
"NC",4,1996,289392,0.487491015646597,0.0610141261679659,0.451494858185437
"NC",4,2000,247597,0.531234223354887,0.0128434512534481,0.455922325391665
"NC",4,2000,328700,0.512199574079708,0.0084149680559781,0.479385457864314
"NC",4,2004,349702,0.552258780332969,0.00524160571000452,0.442499613957026
"NC",4,2008,341965,0.720912958928545,0.00872019066278713,0.270366850408668
"NC",4,2008,434160,0.615828266077022,0.00967615625575825,0.374495577667219
"NC",4,2012,363399,0.723730665191704,0.0112713573785288,0.264997977429767
"NC",4,2012,389759,0.638515082397071,0.0166025672274405,0.344882350375488
"NC",4,2016,423656,0.675401741035179,0.0524340502671979,0.272164208697623
"NC",5,1992,227468,0.43004290713419,0.134348567710623,0.435608525155187
"NC",5,1996,210227,0.413343671364763,0.0783248583673838,0.508331470267853
"NC",5,1996,211923,0.367605215101711,0.0756878677632914,0.556706917134997
"NC",5,1996,228449,0.361157194822477,0.0727996182955496,0.566043186881974
"NC",5,2000,245277,0.370939794599575,0.00742018207985258,0.621640023320572
"NC",5,2000,247556,0.330042495435376,0.00867278514760297,0.661284719417021
"NC",5,2004,287985,0.332694411167248,0.003958539507266,0.663347049325486
"NC",5,2008,330895,0.381323380528566,0.0126837818643376,0.605992837607096
"NC",5,2008,347891,0.420246571483597,0.0118859067926448,0.567867521723758
"NC",5,2012,346311,0.422293834154849,0.0138141728099887,0.563891993035162
"NC",5,2012,354228,0.39708888060797,0.0132711135201057,0.589640005871924
"NC",5,2016,362862,0.392350259878411,0.0418065269992449,0.565843213122344
"NC",6,1992,234784,0.322219572032166,0.163759029576121,0.514021398391713
"NC",6,1996,215450,0.34298909259689,0.084771408679508,0.572239498723602
"NC",6,1996,218304,0.421357373204339,0.0752024699501612,0.5034401568455
"NC",6,1996,228941,0.327826820010396,0.0851529433347456,0.587020236654859
"NC",6,2000,238183,0.320404898754319,0.00725072738188704,0.672344373863794
"NC",6,2000,263173,0.350039707720777,0.00737917643527262,0.642581115843951
"NC",6,2004,289439,0.301600682699982,0.00415286122464492,0.694246456075373
"NC",6,2008,336857,0.358623985845626,0.0104020400347922,0.630973974119582
"NC",6,2008,361883,0.432695097586789,0.0104702348549117,0.556834667558299
"NC",6,2012,346840,0.430812478376197,0.0109704763003114,0.558217045323492
"NC",6,2012,373375,0.409025778372949,0.0108336123200536,0.580140609306997
"NC",6,2016,362448,0.410100207478038,0.0341704189290602,0.555729373592902
"NC",7,1992,163016,0.433478922314374,0.136281101241596,0.43023997644403
"NC",7,1996,164402,0.43703239619956,0.0773104950061435,0.485657108794297
"NC",7,1996,188433,0.470788025452017,0.0749762515058403,0.454235723042142
"NC",7,1996,196484,0.469753262352151,0.0727743734858818,0.457472364161967
"NC",7,2000,209536,0.477364271533293,0.00677687843616371,0.515858850030544
"NC",7,2000,232373,0.468729155280519,0.00639919439866077,0.52487165032082
"NC",7,2004,252906,0.437273137054874,0.00339256482645726,0.559334298118669
"NC",7,2008,319836,0.47265473555197,0.00845433284558336,0.518890931602446
"NC",7,2008,325939,0.415660599069151,0.00843716155476945,0.57590223937608
"NC",7,2012,341946,0.398425482386108,0.0103612851151936,0.591213232498699
"NC",7,2012,345929,0.427775641822455,0.0109704592560901,0.561253898921455
"NC",7,2016,361079,0.394356913584008,0.0342418141182401,0.571401272297752
"NC",8,1992,194474,0.420092145993809,0.138933739214497,0.440974114791695
"NC",8,1996,157433,0.462933438351553,0.0873959081005888,0.449670653547858
"NC",8,1996,169413,0.45991157703364,0.0780105422842403,0.46207788068212
"NC",8,1996,187198,0.430330452248421,0.0818651908674238,0.487804356884155
"NC",8,2000,196724,0.455826437038694,0.00797055773571094,0.536203005225595
"NC",8,2000,206071,0.430327411426159,0.00711405292350695,0.562558535650334
"NC",8,2004,232102,0.453455808222247,0.00351138723492258,0.54304142144402
"NC",8,2004,232104,0.453451900872023,0.00351135697790646,0.543036742150071
"NC",8,2008,289522,0.52399126836648,0.00762636345424527,0.468382368179275
"NC",8,2008,297170,0.416882592455497,0.00884342295655685,0.574273984587946
"NC",8,2012,308113,0.409151837150656,0.00996712245182774,0.580881040397517
"NC",8,2012,319001,0.442791715386472,0.0109310002163003,0.546277284397228
"NC",8,2016,334724,0.407452109797923,0.0375951530215939,0.554952737180483
"NC",9,1992,248994,0.325120284022908,0.147417206840325,0.527462509136766
"NC",9,1996,215549,0.382854942495674,0.0643937109427555,0.552751346561571
"NC",9,1996,227267,0.371545362943146,0.0643032204411551,0.564151416615699
"NC",9,1996,234250,0.379918890074707,0.0644695837780149,0.555611526147279
"NC",9,2000,251153,0.363734456685765,0.00822606140480106,0.628039481909434
"NC",9,2000,264998,0.393331270424682,0.00725665854081918,0.599412071034498
"NC",9,2004,305322,0.362794033839684,0.00371411165916639,0.63349185450115
"NC",9,2008,353917,0.45270218723599,0.00861218873351662,0.538685624030493
"NC",9,2008,392398,0.444102671267438,0.00786956100693684,0.548027767725626
"NC",9,2012,332800,0.436514423076923,0.0104417067307692,0.553043870192308
"NC",9,2012,383580,0.427245946086866,0.0100005214036185,0.562753532509516
"NC",9,2016,347478,0.419427992563558,0.040888919586276,0.539683087850166
"NC",10,1992,238634,0.318567345809901,0.148956142041788,0.532476512148311
"NC",10,1996,206012,0.342052890122905,0.0949944663417665,0.562952643535328
"NC",10,1996,215043,0.350864710778774,0.0891077598433802,0.560027529377845
"NC",10,1996,226735,0.313259973096346,0.0835733345094494,0.603166692394205
"NC",10,2000,220409,0.342962401716808,0.00768117454368923,0.649356423739502
"NC",10,2000,244700,0.326902329382918,0.00781364936657131,0.665284021250511
"NC",10,2004,253492,0.327288435137992,0.0041145282691367,0.668597036592871
"NC",10,2008,304108,0.35693240559275,0.0114630328699015,0.631604561537349
"NC",10,2008,334372,0.41997236610721,0.0103178495807065,0.569709784312084
"NC",10,2012,341109,0.403052983064065,0.013450246109015,0.58349677082692
"NC",10,2012,341320,0.407725887729989,0.0127065510371499,0.579567561232861
"NC",10,2016,361149,0.360599087911084,0.0387596255285215,0.600641286560395
"NC",11,1992,244093,0.430426108081756,0.141937704071809,0.427636187846436
"NC",11,1996,201865,0.410843880811433,0.113090431724172,0.476065687464395
"NC",11,1996,225617,0.429604152169384,0.0983081948612028,0.472087652969413
"NC",11,1996,227045,0.419626065317448,0.0974960910832654,0.482877843599286
"NC",11,2000,256839,0.398385759172088,0.0175752124872002,0.584039028340712
"NC",11,2000,269610,0.39623530284485,0.0162716516449687,0.587493045510181
"NC",11,2004,298598,0.425250671471343,0.00585067549012385,0.568898653038533
"NC",11,2008,338744,0.404464728526557,0.0139662990340788,0.581568972439364
"NC",11,2008,343460,0.465378792290223,0.0138182029930705,0.520803004716706
"NC",11,2012,338931,0.377221322334044,0.0164546766155943,0.606324001050361
"NC",11,2012,338986,0.389597210504269,0.016726354480716,0.593676435015015
"NC",11,2016,368712,0.332687843086203,0.0433834537525223,0.623928703161275
"NC",12,1992,193982,0.659550886164696,0.0873070697281191,0.253142044107185
"NC",12,1996,176960,0.606837703435805,0.0691568716094033,0.324005424954792
"NC",12,1996,178849,0.696302467444604,0.0501428579416156,0.25355467461378
"NC",12,1996,186795,0.535474718274044,0.0608099788538237,0.403715302872133
"NC",12,2000,202890,0.569002907979693,0.00736852481640298,0.423628567203904
"NC",12,2000,215193,0.576129335062014,0.00589703196665319,0.417973632971333
"NC",12,2004,239766,0.625359725732589,0.00363270855751024,0.371007565709901
"NC",12,2004,239767,0.62535711753494,0.00363269340651549,0.371006018342808
"NC",12,2008,296244,0.781879126665857,0.00584653191288262,0.212274341421261
"NC",12,2008,311593,0.707929895729365,0.00657588585109422,0.285494218419541
"NC",12,2012,319142,0.785603273777817,0.0066804118542843,0.207716314367899
"NC",12,2012,343972,0.67604921330806,0.011128812810345,0.312821973881595
"NC",12,2016,362147,0.676112186487807,0.0457935589691479,0.278094254543045
"NC",13,2000,228982,0.493283314845708,0.0106078207020639,0.496108864452228
"NC",13,2004,280905,0.523821220697389,0.00420070842455634,0.471978070878055
"NC",13,2008,347333,0.59458790267553,0.00925336780553532,0.396158729518934
"NC",13,2008,364776,0.449796587494791,0.00903019935522074,0.541173213149988
"NC",13,2012,355917,0.459621203819992,0.0118482679950663,0.528530528184942
"NC",13,2012,390831,0.428202982874951,0.0104367360828593,0.56136028104219
"NC",13,2016,368114,0.435346115605492,0.0377709079252623,0.526882976469246
"ND",1,1992,306496,0.323553977865943,0.231924723324285,0.444521298809772
"ND",1,1996,266411,0.401278475738614,0.129333998971514,0.469387525289872
"ND",1,1996,267505,0.399637389955328,0.132894712248369,0.467467897796303
"ND",1,2000,288256,0.330553396980462,0.0628607904085258,0.606585812611012
"ND",1,2004,312824,0.354998337723448,0.0163702273482853,0.628631434928266
"ND",1,2008,316621,0.446205400147179,0.021293597076631,0.53250100277619
"ND",1,2012,322932,0.386973108889797,0.0298700655246306,0.583156825585572
"ND",1,2016,344360,0.27226739458706,0.098176327099547,0.629556278313393
"NE",1,1992,247771,0.325703976655864,0.242074334768799,0.432221688575338
"NE",1,1996,230330,0.380814483567056,0.121812182520731,0.497373333912213
"NE",1,2000,236675,0.36182106263864,0.051724939262702,0.586453998098659
"NE",1,2000,241425,0.359420109764937,0.051738635186911,0.588841255048152
"NE",1,2004,270098,0.356589089885893,0.014424394108805,0.628986516005302
"NE",1,2008,265720,0.442251241908776,0.0191216317928647,0.538627126298359
"NE",1,2008,274890,0.441671213940121,0.0192804394485067,0.539048346611372
"NE",1,2012,265892,0.406488348652837,0.0217719976531825,0.571739653693981
"NE",1,2016,282363,0.354621533274544,0.0835413988376664,0.56183706788779
"NE",2,1992,242593,0.324399302535522,0.200549892206288,0.47505080525819
"NE",2,1996,222660,0.38024791161412,0.0947722985718135,0.524979789814066
"NE",2,2000,222009,0.386709547811125,0.0458675098757258,0.567422942313149
"NE",2,2000,231612,0.384902336666494,0.0456712087456608,0.569426454587845
"NE",2,2004,254424,0.384625664245511,0.0138548250165079,0.601519510737981
"NE",2,2008,268518,0.495378335902993,0.0159281686888775,0.488693495408129
"NE",2,2008,278606,0.498226886714572,0.0156421613317732,0.486130951953655
"NE",2,2012,267826,0.455105180228955,0.0185232202997468,0.526371599471299
"NE",2,2016,291680,0.449225178277564,0.0791483817882611,0.471626439934174
"NE",3,1992,244282,0.235248606119157,0.268022203846374,0.496729190034468
"NE",3,1996,224425,0.286875348111841,0.124888047231815,0.588236604656344
"NE",3,2000,223984,0.249388349167798,0.0371008643474534,0.713510786484749
"NE",3,2000,238335,0.252975853315711,0.037560576499465,0.709463570184824
"NE",3,2004,253664,0.237148353727766,0.0142826731424246,0.74856897312981
"NE",3,2008,247525,0.295319664680335,0.0204625795374205,0.684217755782244
"NE",3,2008,266597,0.310528625603439,0.0194263251274395,0.670045049269122
"NE",3,2012,260288,0.277039279567249,0.0234778399311532,0.699482880501598
"NE",3,2016,270185,0.197390676758517,0.0632825656494624,0.73932675759202
"NH",1,1992,267639,0.378924596191138,0.230052421358621,0.391022982450241
"NH",1,1996,250732,0.484987955266978,0.111014948231578,0.403997096501444
"NH",1,2000,276297,0.464275761227954,0.0417847461246412,0.493939492647405
"NH",1,2000,288429,0.46028658699368,0.0469959678118358,0.492717445194485
"NH",1,2004,336953,0.484313836054287,0.00815840784916591,0.507527756096548
"NH",1,2008,353530,0.527709105309309,0.00856504398495177,0.463725850705739
"NH",1,2008,353799,0.526768023651847,0.00855287889451355,0.464679097453639
"NH",1,2012,358030,0.50037147725051,0.0152584978912382,0.484370024858252
"NH",1,2016,377574,0.459099408327904,0.0661353800844338,0.474765211587662
"NH",2,1992,265222,0.405792128858089,0.225343297313194,0.368864573828717
"NH",2,1996,248322,0.501622892856855,0.115040149483332,0.383336957659813
"NH",2,2000,279366,0.478182742352326,0.0513054559252021,0.470511801722472
"NH",2,2000,279480,0.480689136968656,0.0458029197080292,0.473507943323315
"NH",2,2004,340709,0.520444132676272,0.00928945228919694,0.470266415034531
"NH",2,2008,353812,0.560908052864233,0.00911501023142234,0.429976936904345
"NH",2,2008,354075,0.559940690531667,0.00910259125891407,0.430956718209419
"NH",2,2012,352942,0.539502241161437,0.017084960135093,0.44341279870347
"NH",2,2016,366722,0.477697002088776,0.0681960722291,0.454106925682124
"NJ",1,1992,244312,0.483234552539376,0.197112708340155,0.319652739120469
"NJ",1,1996,224323,0.592039157821534,0.134341997922638,0.273618844255828
"NJ",1,2000,228854,0.630209653316088,0.0317276516905975,0.338062694993315
"NJ",1,2000,232453,0.636197424855777,0.0362955091997092,0.327507065944514
"NJ",1,2004,281858,0.605929226773765,0,0.394074321112049
"NJ",1,2004,281859,0.605927077013684,0,0.394072922986316
"NJ",1,2008,304710,0.650434839683634,0.00827672212923764,0.341288438187129
"NJ",1,2008,339678,0.646406302439369,0.0115432851111935,0.342050412449437
"NJ",1,2012,322613,0.657865616078707,0,0.342134383921293
"NJ",1,2016,329187,0.605692205342252,0.0331756721863257,0.361132122471422
"NJ",2,1992,250284,0.40641031787889,0.203249109012162,0.390340573108948
"NJ",2,1996,233745,0.503133756871805,0.13707245074761,0.359793792380586
"NJ",2,2000,247881,0.541973769671738,0.0318943363952864,0.426131893932976
"NJ",2,2000,248986,0.544970399942165,0.0311664109628654,0.423863189094969
"NJ",2,2004,282498,0.491320292533044,0.00912572832374034,0.499553979143215
"NJ",2,2008,306866,0.540894071027745,0.0112231397417765,0.447882789230478
"NJ",2,2008,327136,0.53315134989729,0.0129548566956862,0.453893793407023
"NJ",2,2012,310965,0.53674207708263,0.00828710626597849,0.454970816651392
"NJ",2,2016,321018,0.459961746693332,0.0338797201403037,0.506158533166364
"NJ",3,1992,283075,0.404497041420118,0.194255939238718,0.401247019341164
"NJ",3,1996,267658,0.499790777783589,0.123426163238162,0.376783058978248
"NJ",3,2000,264793,0.536131997447062,0.030997798280166,0.432870204272772
"NJ",3,2000,287722,0.532183844127317,0.0331743836063978,0.434641772266285
"NJ",3,2004,326295,0.487414762714721,0,0.512585237285279
"NJ",3,2008,347927,0.520221195825561,0.0132010450468058,0.466577759127633
"NJ",3,2008,368986,0.511030228789168,0.0113446038603091,0.477625167350523
"NJ",3,2012,342232,0.523118819981767,0,0.476881180018233
"NJ",3,2016,365276,0.451959614100023,0.034174158718339,0.513866227181638
"NJ",4,1992,266010,0.395981354084433,0.190849968046314,0.413168677869253
"NJ",4,1996,251101,0.505943823401739,0.125897547202122,0.368158629396139
"NJ",4,2000,246374,0.502341967902457,0.0336926786105677,0.463965353486975
"NJ",4,2000,265756,0.520150062463312,0.0380649919475007,0.441784945589187
"NJ",4,2004,306588,0.437786214724647,0,0.562217046981617
"NJ",4,2004,306589,0.437784786799265,0,0.562215213200735
"NJ",4,2008,330925,0.466135831381733,0.0111263881544157,0.522737780463851
"NJ",4,2008,355814,0.452357130410833,0.011413266481926,0.536229603107241
"NJ",4,2012,329058,0.45165593907457,0,0.54834406092543
"NJ",4,2016,356593,0.409965983628394,0.0323702372172196,0.557663779154386
"NJ",5,1992,294403,0.338763531621621,0.165304022037819,0.49593244634056
"NJ",5,1996,270807,0.425934337000151,0.103564531197495,0.470501131802354
"NJ",5,2000,269705,0.445457073469161,0.0349678352273781,0.519575091303461
"NJ",5,2000,284005,0.447069593845179,0.0353514902906639,0.517578915864157
"NJ",5,2004,322171,0.425298987183825,0.00193065173463782,0.572770361081537
"NJ",5,2008,335337,0.454897610463504,0.00892236764806747,0.536180021888429
"NJ",5,2008,363159,0.48409099044771,0.00972026027167164,0.506188749280618
"NJ",5,2012,334769,0.48486568350116,0,0.515134316498839
"NJ",5,2016,364545,0.477208575073036,0.034352411910738,0.488439013016226
"NJ",6,1992,250864,0.441757286816761,0.166010268512022,0.392232444671216
"NJ",6,1996,224810,0.546056670076954,0.122107557492994,0.331835772430052
"NJ",6,2000,216049,0.61367097278858,0.039981670824674,0.346347356386746
"NJ",6,2000,217661,0.574756157510992,0.0445876845185862,0.380656157970422
"NJ",6,2004,253834,0.567713545072764,0,0.432286454927236
"NJ",6,2004,253835,0.567711308527193,0,0.432284751905766
"NJ",6,2008,273419,0.6044239793138,0.0117987411262568,0.383777279559943
"NJ",6,2008,292591,0.584368623778585,0.0111008199158552,0.40453055630556
"NJ",6,2012,262992,0.621418141996715,0,0.378581858003285
"NJ",6,2016,289650,0.562278612118074,0.0314690143276368,0.40625237355429
"NJ",7,1992,282146,0.410588844073636,0.144279911818704,0.445131244107661
"NJ",7,1996,256906,0.507240002179786,0.0971016636435116,0.395658334176703
"NJ",7,2000,252458,0.540038343011511,0.0332728612284023,0.426688795760087
"NJ",7,2000,261500,0.476860420650096,0.0347954110898662,0.488344168260038
"NJ",7,2004,308943,0.468588056696543,0,0.531411943303457
"NJ",7,2004,308944,0.468586539955461,0,0.531410223211974
"NJ",7,2008,324884,0.497091269499267,0.0118750076950542,0.491033722805678
"NJ",7,2008,363809,0.470788243281502,0.0115005401185787,0.517711216599919
"NJ",7,2012,336534,0.46736733881272,0.00276643667504621,0.529866224512234
"NJ",7,2016,371585,0.485950724598679,0.0393368946539823,0.474712380747339
"NJ",8,1992,235075,0.456467084972881,0.118247367861321,0.425285547165798
"NJ",8,1996,215489,0.580154903498554,0.0764679403589046,0.343377156142541
"NJ",8,2000,215136,0.603831994645248,0.0315335415737022,0.36463446378105
"NJ",8,2000,217460,0.607067966522579,0.0310815782212821,0.361850455256139
"NJ",8,2004,241320,0.588765953920106,0,0.411234046079894
"NJ",8,2008,219203,0.734036486726915,0.00820244248482001,0.257761070788265
"NJ",8,2008,258206,0.63266926407597,0.0122266717272255,0.355104064196804
"NJ",8,2012,204339,0.79007433725329,0,0.20992566274671
"NJ",8,2016,229953,0.756528507999461,0.0286014968276126,0.214869995172927
"NJ",9,1992,256781,0.477745627597057,0.122777775614239,0.399476596788703
"NJ",9,1996,230111,0.600184258901139,0.0883225921403149,0.311493148958546
"NJ",9,2000,214211,0.632115064119023,0.0285232784497528,0.339361657431224
"NJ",9,2000,226715,0.634642612972234,0.0279822684868668,0.337375118540899
"NJ",9,2004,245952,0.588419691647151,0,0.411580308352849
"NJ",9,2008,259115,0.613283677131775,0.00414873704725701,0.382567585820968
"NJ",9,2008,267911,0.640727704349579,0.00752488699605466,0.351747408654367
"NJ",9,2012,251058,0.68936261740315,0,0.31063738259685
"NJ",9,2016,276523,0.643064048921789,0.02560004050296,0.331335910575251
"NJ",10,1992,176706,0.712607381752742,0.0840605299197537,0.203332088327504
"NJ",10,1996,166070,0.817878003251641,0.0517613054735955,0.130360691274764
"NJ",10,2000,161878,0.845673902568601,0.0171240069682106,0.137202090463188
"NJ",10,2000,177834,0.827243384279722,0.0168921578550783,0.1558644578652
"NJ",10,2004,204367,0.820616831484535,0,0.179383168515465
"NJ",10,2004,204368,0.820612816096453,0,0.179382290769592
"NJ",10,2008,239452,0.868942418522293,0.00412191169837796,0.126935669779329
"NJ",10,2008,285763,0.846274710161917,0.00574252090018652,0.147982768937896
"NJ",10,2012,271404,0.884482174175767,0,0.115517825824233
"NJ",10,2016,274361,0.852242118960056,0.0197841529955059,0.127973728044438
"NJ",11,1992,297846,0.328011791328405,0.15584563835002,0.516142570321576
"NJ",11,1996,278919,0.417562087917998,0.0947515228435496,0.487686389238453
"NJ",11,2000,282416,0.428573451929069,0.0345695711291145,0.536856976941816
"NJ",11,2000,293405,0.431989911555699,0.0350334861369097,0.532976602307391
"NJ",11,2004,324418,0.417911459906664,0.00569327225986228,0.576395267833474
"NJ",11,2008,340162,0.452948889058743,0.00986294765435293,0.537188163286904
"NJ",11,2008,373732,0.469748375841512,0.00945329808525896,0.520798326073229
"NJ",11,2012,346610,0.470797149534058,0,0.529202850465942
"NJ",11,2016,380521,0.479056346430289,0.0329653291145561,0.487978324455155
"NJ",12,1992,302575,0.401378170701479,0.166824754193175,0.431797075105346
"NJ",12,1996,291869,0.479780312400426,0.102782412657733,0.41743727494184
"NJ",12,2000,251901,0.561998562927499,0.0364746467858405,0.40152679028666
"NJ",12,2000,308791,0.504593721967285,0.0404254009993815,0.454980877033333
"NJ",12,2004,304230,0.544903526936857,0,0.455096473063143
"NJ",12,2004,304231,0.544901735852033,0,0.455094977171952
"NJ",12,2008,310390,0.656912271658236,0.0102097361384065,0.332877992203357
"NJ",12,2008,334371,0.58314865822694,0.00899898615609607,0.407852355616964
"NJ",12,2012,294675,0.672452702129465,0,0.327547297870535
"NJ",12,2016,314721,0.650271192580095,0.0318250132657179,0.317903794154187
"NJ",13,1992,174782,0.544358114680001,0.0853119886487167,0.370329896671282
"NJ",13,1996,164059,0.714627054900981,0.0690970931189389,0.21627585198008
"NJ",13,2000,158478,0.723040422014412,0.027372884564419,0.249586693421169
"NJ",13,2000,161538,0.722993970458963,0.0261857891022546,0.250820240438782
"NJ",13,2004,184443,0.689470459708419,0,0.3105458054792
"NJ",13,2004,184446,0.689459245524435,0,0.310540754475565
"NJ",13,2008,205592,0.750121600062259,0.00412467411183315,0.245753725825908
"NM",1,1992,209755,0.456136921646683,0.157478963552716,0.386384114800601
"NM",1,1996,195327,0.4829542254783,0.0867724380142018,0.430273336507498
"NM",1,2000,214732,0.487607808803532,0.0412095076653689,0.471182683531099
"NM",1,2000,220727,0.482822672350913,0.0470490696652426,0.470128257983844
"NM",1,2004,273662,0.510922232535025,0.0105823972637779,0.478495370201197
"NM",1,2008,297237,0.597146384871332,0.0132049509314116,0.389648664197257
"NM",1,2008,303781,0.595132677817243,0.0132299255055451,0.391637396677212
"NM",1,2012,282195,0.552508017505626,0.0514927620971314,0.395999220397243
"NM",1,2016,285170,0.516358663253498,0.132510432373672,0.35113090437283
"NM",2,1992,171182,0.412695260015656,0.185662043906485,0.401642696077859
"NM",2,1996,172905,0.464457360978572,0.0880772678638559,0.447465371157572
"NM",2,2000,176449,0.428990813209483,0.0312441555350271,0.53976503125549
"NM",2,2000,178696,0.43016071988181,0.0317130769575144,0.538126203160675
"NM",2,2004,220745,0.412571066162314,0.0103331898797255,0.577095743957961
"NM",2,2008,236294,0.486377140342116,0.0139783490058994,0.499644510651984
"NM",2,2008,244974,0.484390180182387,0.0139565831475993,0.501653236670014
"NM",2,2012,230391,0.448967190558659,0.0337903824368139,0.517242427004527
"NM",2,2016,234090,0.398833781878765,0.100457089153744,0.500709128967491
"NM",3,1992,185399,0.513994142363227,0.146068749022379,0.339937108614394
"NM",3,1996,187842,0.526261432480489,0.0939619467424751,0.379776620777036
"NM",3,2000,198489,0.517958174004605,0.0487482933563069,0.433293532639088
"NM",3,2000,205723,0.516636448039354,0.0470924495559563,0.43627110240469
"NM",3,2004,260339,0.535209860988941,0.0101905592323855,0.454599579778673
"NM",3,2008,287638,0.612106189029266,0.0122654169476912,0.375628394023043
"NM",3,2008,290083,0.609149795058656,0.0123481900007929,0.378502014940552
"NM",3,2012,271172,0.575217942855457,0.0380496511439234,0.38673240600062
"NM",3,2016,279058,0.518247102752833,0.115080019207477,0.366672878039691
"NV",1,1992,225445,0.438248796824059,0.248654882565592,0.313096320610348
"NV",1,1996,179000,0.509860335195531,0.121513966480447,0.368625698324022
"NV",1,2000,155309,0.562394967451983,0.0309125678486115,0.406692464699406
"NV",1,2000,235811,0.541476012569388,0.0378650699076803,0.420658917522931
"NV",1,2004,214710,0.565660658562713,0.0161007871081924,0.418238554329095
"NV",1,2008,188012,0.645325830266153,0.0243388719868945,0.330335297746952
"NV",1,2008,248702,0.636774131289656,0.020675346398501,0.342550522311843
"NV",1,2012,188743,0.65276593039212,0.0250393392072819,0.322194730400598
"NV",1,2016,196841,0.616340091749178,0.0573356160555982,0.326324292195224
"NV",2,1992,272111,0.332022593720945,0.281216121362238,0.386761284916817
"NV",2,1996,285279,0.395083409574487,0.137794930576734,0.46712165984878
"NV",2,2000,234738,0.373629322904685,0.0532210379231313,0.573149639172183
"NV",2,2000,369844,0.41177361265831,0.0410254053060209,0.547200982035669
"NV",2,2004,301553,0.409513418868325,0.0187064960388389,0.571780085092836
"NV",2,2008,285887,0.494366655356837,0.023435833038928,0.482197511604235
"NV",2,2008,344171,0.487638412300862,0.0244645830125141,0.487897004686624
"NV",2,2012,293472,0.448219932395595,0.0229868607567332,0.528793206847672
"NV",2,2016,326011,0.396664529724457,0.083012536386809,0.520322933888734
"NV",3,2000,214611,0.488194920111271,0.0285120520383391,0.48329302785039
"NV",3,2004,313093,0.485957846390689,0.0147176717460946,0.499324481863216
"NV",3,2008,262540,0.535049897158528,0.0189647291841243,0.445985373657347
"NV",3,2008,374781,0.553493907108418,0.0205933598554889,0.425912733036093
"NV",3,2012,284981,0.49301883283447,0.0219032146002716,0.485077952565259
"NV",3,2016,325601,0.465453115930234,0.0590784426337757,0.475468441435991
"NV",4,2008,231409,0.564377357838286,0.0217364061034791,0.413886236058235
"NV",4,2012,251159,0.541983365119307,0.0227186762170577,0.435297958663635
"NV",4,2016,276932,0.494959051319457,0.0595164155821646,0.445524533098378
"NY",1,1992,252178,0.384212738621133,0.214642038560065,0.401145222818803
"NY",1,1996,231972,0.509488214094804,0.128588795199421,0.361922990705775
"NY",1,2000,266503,0.523408742115473,0.0401684033575607,0.436422854526966
"NY",1,2000,267381,0.524625908348013,0.0485449601878967,0.426829131464091
"NY",1,2004,312405,0.487076071125622,0.0191770298170644,0.493746899057313
"NY",1,2008,322108,0.514749711276963,0.00895351869559278,0.476296770027444
"NY",1,2008,328675,0.513489008899369,0.0100950787251845,0.476415912375447
"NY",1,2012,296156,0.495374059617229,0.0146308026850714,0.4899951376977
"NY",1,2016,339160,0.418386602193655,0.0413580610921099,0.540255336714235
"NY",2,1992,228795,0.399615376210144,0.194947442033261,0.405437181756594
"NY",2,1996,201178,0.539810516060404,0.118651144757379,0.341538339182217
"NY",2,2000,224490,0.557312129716246,0.0436366876030113,0.399051182680743
"NY",2,2000,255596,0.574042629775114,0.0319449443653265,0.39401242585956
"NY",2,2004,281820,0.527375629834646,0.0197608402526435,0.45286352991271
"NY",2,2008,292190,0.561641397720661,0.00720763886512201,0.431150963414217
"NY",2,2008,304646,0.512545708789874,0.00860014574292786,0.478854145467198
"NY",2,2012,273066,0.515688514864538,0.0126636051357547,0.471647879999707
"NY",2,2016,315405,0.436518127486882,0.0374661149950064,0.526015757518112
"NY",3,1992,287738,0.438287608866399,0.140579276981143,0.421133114152458
"NY",3,1996,255360,0.533858082706767,0.089203477443609,0.376938439849624
"NY",3,2000,277384,0.548366163873908,0.0366026879704669,0.415031148155625
"NY",3,2000,288285,0.520890785160518,0.035558561839846,0.443550652999636
"NY",3,2004,313830,0.469416563107415,0.0138036516585412,0.516779785234044
"NY",3,2008,317199,0.472873495818083,0.00795084473784596,0.519175659444071
"NY",3,2008,341491,0.53515319583825,0.00818176760148877,0.456665036560261
"NY",3,2012,306593,0.50702723154149,0.0114973270753083,0.481475441383202
"NY",3,2016,348146,0.512106989596319,0.037099377847225,0.450793632556456
"NY",4,1992,256439,0.467740866248893,0.118843077690991,0.413416056060116
"NY",4,1996,234191,0.564240299584527,0.0768005602264818,0.358959140188991
"NY",4,2000,251197,0.588637603156089,0.0358881674542292,0.375474229389682
"NY",4,2000,264151,0.591616158939395,0.0326025644423076,0.375781276618298
"NY",4,2004,281341,0.545764748117054,0.0112959007041277,0.442939351178819
"NY",4,2008,295353,0.580139697243637,0.00623321923257932,0.413627083523783
"NY",4,2008,334989,0.553477875392923,0.00708082951977528,0.439441295087301
"NY",4,2012,298039,0.556558034351209,0.0104482970349518,0.432993668613839
"NY",4,2016,339434,0.529837906632806,0.0357064996435242,0.434455593723669
"NY",5,1992,250156,0.524052990933657,0.121823981835335,0.354123027231008
