"year","state","total_votes","dem","rep","other"
1976,"AK",123574,0.356531309175069,0.579045753961189,0.0549063718905271
1976,"AL",1182850,0.557272688844739,0.426148708627468,0.0106801369573488
1976,"AR",767535,0.649617281296618,0.349043366100569,0.0013393526028129
1976,"AZ",742719,0.397999781882515,0.563661357794805,0.0124192325765195
1976,"CA",7803770,0.479548218361125,0.497483139559469,0.0229686420794052
1976,"CO",1081440,0.426099459979287,0.540277777777778,0.00686861961828673
1976,"CT",1386355,0.467337009640388,0.518814445073592,0.0138485452860198
1976,"DC",168830,0.816312266777232,0.165095066042765,0.0168868092163715
1976,"DE",235642,0.519690887023536,0.465876202035291,0.0139958071990562
1976,"FL",3150631,0.519261062307836,0.46642434483759,0.00676848542403093
1976,"GA",1463152,0.669382948593174,0.330617051406826,NA
1976,"HI",291301,0.505919993408879,0.480612836893797,0.0134671696973234
1976,"IA",1279303,0.484584965406944,0.494694376547229,0.00504258959761683
1976,"ID",340932,0.371185456337334,0.59880269379231,0.0300118498703554
1976,"IL",4721282,0.481075902689142,0.50076843535294,0.00537184603673324
1976,"IN",2220362,0.457003857929473,0.533227464710709,0.0097686773598179
1976,"KS",957845,0.449363936753859,0.524878242304339,0.0105277993829899
1976,"KY",1167142,0.527542492687265,0.455687482757025,0.0109121255168608
1976,"LA",1277383,0.51774996222746,0.459882431502533,0.0172869061197777
1976,"MA",2547558,0.561115782251081,0.404417092760989,0.0087024515241655
1976,"MD",1432273,0.530354199234364,0.469645800765636,NA
1976,"ME",482968,0.480940766261947,0.489307780225605,NA
1976,"MI",3651590,0.464650741183977,0.518607510700818,0.00362280540805512
1976,"MN",1949931,0.548963014588721,0.420217433334821,0.0124435172321482
1976,"MO",1953600,0.511049856674857,0.47473536036036,0.00191492628992629
1976,"MS",768390,0.496270123244706,0.477421621832663,0.0210062598420073
1976,"MT",328734,0.454041869718374,0.528399861286025,0.0175582689956013
1976,"NC",1677906,0.552691867124857,0.442194020404004,0.00511411247113962
1976,"ND",297308,0.457700431875362,0.516918481843745,0.0152400877204784
1976,"NE",606749,0.384496719401268,0.592038882635159,0.00800001318502379
1976,"NH",339627,0.434726921004514,0.547468251935211,0.00574748179620584
1976,"NJ",3014472,0.479239150338766,0.500813409446165,0.00891034980586982
1976,"NM",416590,0.482844043303968,0.507498979812285,0.00915048368899878
1976,"NV",201876,0.458098040381224,0.501659434504349,0.0402425251144267
1976,"NY",6668262,0.486508328556976,0.423785538120728,0.089706133322296
1976,"OH",4110456,0.488986866663942,0.486716315659382,0.0101064212826995
1976,"OK",1092251,0.48747220190231,0.499617761851443,NA
1976,"OR",1029876,0.476180627570698,0.477843934609604,0.00100497535625648
1976,"PA",4620787,0.503956793507253,0.477322153131058,0.00777400040296166
1976,"RI",410584,0.554420045593593,0.441441946106034,0.00413800830037215
1976,"SC",802583,0.561695176698236,0.431293710432441,0.00616260249718721
1976,"SD",300678,0.48912125263571,0.503877902606775,0.00700084475751468
1976,"TN",1476346,0.559407483069687,0.429417629742621,0.00733025997970665
1976,"TX",4071884,0.511389568072175,0.479704235189411,0.00323314711322818
1976,"UT",541218,0.336481787375882,0.624347305521989,0.0319520045526941
1976,"VA",1697094,0.479582156321335,0.492933214070641,0.0274846296080241
1976,"VT",183902,0.423040532457505,0.545872258050483,0.00933105675849094
1976,"WA",1555534,0.461142604404661,0.49997749968821,0.0151028521395225
1976,"WI",2101336,0.495033635744117,0.47826097301907,0.0100764466034942
1976,"WV",750590,0.580695186453323,0.419304813546677,NA
1976,"WY",156343,0.398092655251594,0.593035825076914,NA
1980,"AK",158445,0.264079017955758,0.543481965350753,0.0704029789516867
1980,"AL",1341929,0.474488590678046,0.487501201628402,0.026786812118972
1980,"AR",837582,0.475226306200468,0.481342722264805,0.0311097898474418
1980,"AZ",873945,0.282446835899284,0.606088483829074,0.0899713368690249
1980,"CA",8582938,0.359194369107641,0.526975028830454,0.0965416504232001
1980,"CO",1184450,0.31070032504538,0.550689349487104,0.115879100004221
1980,"CT",1406285,0.385222056695478,0.481559570072923,0.126529828590933
1980,"DC",173889,0.748931789819943,0.134068284940393,0.106682998924601
1980,"DE",235668,0.44874144983621,0.472070879372677,0.0708114805573943
1980,"FL",3686927,0.385002198307696,0.555191627065033,0.0514498930952525
1980,"GA",1596805,0.557961053478665,0.409673065903476,0.0225794633659088
1980,"HI",303287,0.448021181257357,0.429006188857419,0.112194060411425
1980,"IA",1317661,0.386041629827399,0.513050018176147,0.0904413198842494
1980,"ID",437431,0.251907157928908,0.664559667696162,0.0642729939121827
1980,"IL",4749721,0.417164081848176,0.496460528944753,0.0780500580981493
1980,"IN",2242033,0.376531924373995,0.560052416712867,0.0546615504767325
1980,"KS",979795,0.33287575462214,0.578500604718334,0.073017314846473
1980,"KY",1295627,0.476539158260827,0.490321674370787,0.0288701918067468
1980,"LA",1548591,0.457482317797275,0.5119834740096,0.0252132422311637
1980,"MA",2524090,0.417497791283195,0.419014773641193,0.153849506158655
1980,"MD",1540496,0.471381295374996,0.441809650917627,0.0775964364724089
1980,"ME",523011,0.422503541990513,0.456055417572479,0.111492874910853
1980,"MI",3909725,0.424974135009496,0.489861818925884,0.0742801603693354
1980,"MN",2051916,0.465015624421273,0.42558662245433,0.0938639788373403
1980,"MO",2099824,0.443457165933907,0.511557635306578,0.0378293609369166
1980,"MS",891750,0.481391645640594,0.494633024950939,0.0187025511634427
1980,"MT",363952,0.324306501956302,0.568245263111619,0.0804529168681584
1980,"NC",1855833,0.471828553539031,0.493049751782623,0.0299073246353524
1980,"ND",301116,0.262985029025359,0.643257083648826,0.0811481289602678
1980,"NE",639533,0.260227384669751,0.655500185291455,0.070135552035626
1980,"NH",383990,0.283507383004766,0.577371806557462,0.13356858251517
1980,"NJ",2975684,0.385579920448542,0.519731597844395,0.087170882392082
1980,"NM",456237,0.367848289375916,0.549668264520414,0.07010829897619
1980,"NV",243692,0.273566633291204,0.636118543078969,0.0724315939792853
1980,"NY",6201959,0.439920999155267,0.425301102441986,0.126117409031566
1980,"OH",4283603,0.409098135378092,0.515114262456161,0.0643346267149407
1980,"OK",1149708,0.349676613540134,0.604997094914535,0.0332988898050635
1980,"OR",1181516,0.386698106500462,0.483314656763006,0.106668889799207
1980,"PA",4561501,0.424759306202059,0.495861340378967,0.0720872361970325
1980,"RI",415967,0.47682147862691,0.372128077467684,0.145141321306738
1980,"SC",888258,0.482089663138413,0.49453762307798,0.0179609978182015
1980,"SD",327703,0.31691806300217,0.605252316884496,0.066160517297675
1980,"TN",1617616,0.484077185191047,0.486988877459174,0.0241188267178366
1980,"TX",4541636,0.414200301389191,0.552819512616159,0.0245755053905685
1980,"UT",604152,0.20568664839312,0.727775460480144,0.054693189793297
1980,"VA",1866032,0.40308740686119,0.530327990088059,0.059713874145781
1980,"VT",213299,0.384211834092049,0.443640148336373,0.16130408487616
1980,"WA",1742394,0.373160720250414,0.496583436352513,0.113489830658278
1980,"WI",2273221,0.43180315508259,0.478987744702341,0.0758043322668583
1980,"WV",737715,0.498108348074799,0.453028608609016,0.0429583240140163
1980,"WY",176713,0.27970211586018,0.626439480966313,0.0683141591167599
1984,"AK",207605,0.298677777510176,0.666539823221984,0.0347823992678404
1984,"AL",1441713,0.382807812650645,0.605424935476062,0.0117672518732924
1984,"AR",884406,0.382907850014586,0.604670253254727,0.012421896730687
1984,"AZ",1025897,0.325426431698309,0.664214828584156,0.010358739717535
1984,"CA",9505041,0.412677756992316,0.575169428516931,0.0121528144907529
1984,"CO",1295380,0.351228983001127,0.634421559696769,0.0143494573021044
1984,"CT",1466900,0.388299815938373,0.607319517349513,0.00438066671211398
1984,"DC",211288,0.853848775131574,0.137296013024876,0.00885521184355004
1984,"DE",254572,0.399321213644863,0.597826940904734,0.00285184545040303
1984,"FL",4180051,0.346602469682786,0.653185810412361,0.000211719904852836
1984,"GA",1776103,0.397853052441215,0.601722985660178,0.000423961898606106
1984,"HI",335846,0.438159156279962,0.550996587721753,0.0108442559982849
1984,"IA",1319805,0.458870818037513,0.532721121680854,0.00840806028163251
1984,"ID",411144,0.263922129472885,0.723646702858366,0.0124311676687487
1984,"IL",4819088,0.432965532067478,0.561745915409721,0.00528855252280099
1984,"IN",2233069,0.37682713789856,0.616743145867862,0.00642971623357809
1984,"KS",1021991,0.325980365776215,0.66272207876586,0.0112975554579248
1984,"KY",1369345,0.394012465813948,0.600069376234623,0.00591815795142933
