year,state,state_po,state_fips,state_cen,state_ic,office,district,stage,special,candidate,party,writein,candidatevotes,totalvotes,version
1998,Ohio,OH,39,31,24,US House,6,gen,FALSE,Ted Strickland,democrat,FALSE,102852,180563,20171005
2000,Ohio,OH,39,31,24,US House,7,gen,FALSE,David L. Hobson,republican,FALSE,163646,242186,20171005
1998,Ohio,OH,39,31,24,US House,16,gen,FALSE,Peter D. Ferguson,democrat,FALSE,66047,183473,20171005
2000,Ohio,OH,39,31,24,US House,6,gen,FALSE,Ted Strickland,democrat,FALSE,138849,240574,20171005
1982,Ohio,OH,39,31,24,US House,13,gen,FALSE,Timothy Paul Martin,republican,FALSE,53376,150725,20171005
1982,Ohio,OH,39,31,24,US House,10,gen,FALSE,Clarence E. Miller,republican,FALSE,100044,158027,20171005
2000,Ohio,OH,39,31,24,US House,6,gen,FALSE,Mike Azinger,republican,FALSE,96966,240574,20171005
1986,Ohio,OH,39,31,24,US House,13,gen,FALSE,Donald J. Pease,democrat,FALSE,88612,141064,20171005
2000,Ohio,OH,39,31,24,US House,10,gen,FALSE,Bill Smith,republican,FALSE,48930,222755,20171005
2002,Ohio,OH,39,31,24,US House,12,gen,FALSE,Patrick J. Tiberi,republican,FALSE,116982,181689,20171005
2000,Ohio,OH,39,31,24,US House,19,gen,FALSE,Sid Stone,libertarian,FALSE,10367,318848,20171005
1992,Ohio,OH,39,31,24,US House,3,gen,FALSE,Peter W. Davis,republican,FALSE,98733,244811,20171005
1976,Ohio,OH,39,31,24,US House,18,gen,FALSE,John Dwight Bashline,independent,FALSE,1661,185834,20171005
2010,Ohio,OH,39,31,24,US House,13,gen,FALSE,Betty Sutton,democrat,FALSE,118806,213173,20171005
2012,Ohio,OH,39,31,24,US House,2,gen,FALSE,Brad Wenstrup,republican,FALSE,194296,331373,20171005
2004,Ohio,OH,39,31,24,US House,6,gen,FALSE,Ted Strickland,democrat,FALSE,223842,223987,20171005
2002,Ohio,OH,39,31,24,US House,3,gen,FALSE,Rick Carne,democrat,FALSE,78307,189951,20171005
1980,Ohio,OH,39,31,24,US House,11,gen,FALSE,Harold V. Richard Jr.,independent,FALSE,5742,185473,20171005
2004,Ohio,OH,39,31,24,US House,5,gen,FALSE,Paul E. Gillmor,republican,FALSE,196649,293305,20171005
1992,Ohio,OH,39,31,24,US House,8,gen,FALSE,Fred Sennet,democrat,FALSE,62033,238395,20171005
1980,Ohio,OH,39,31,24,US House,12,gen,FALSE,Samuel L. Devine,republican,FALSE,98110,206804,20171005
1990,Ohio,OH,39,31,24,US House,2,gen,FALSE,Tyrone K. Yates,democrat,FALSE,57345,161162,20171005
2004,Ohio,OH,39,31,24,US House,2,gen,FALSE,"James Condit, Jr.",nonpartisan,TRUE,60,316760,20171005
2006,Ohio,OH,39,31,24,US House,13,gen,FALSE,Betty Sutton,democrat,FALSE,135639,221561,20171005
2010,Ohio,OH,39,31,24,US House,10,gen,FALSE,Peter J. Corrigan,republican,FALSE,83809,191026,20171005
2004,Ohio,OH,39,31,24,US House,2,gen,FALSE,Rob Portman,republican,FALSE,227102,316760,20171005
2000,Ohio,OH,39,31,24,US House,4,gen,FALSE,Daniel L. Dickman,democrat,FALSE,67330,232118,20171005
2000,Ohio,OH,39,31,24,US House,3,gen,FALSE,Tony P. Hall,democrat,FALSE,177731,214247,20171005
2008,Ohio,OH,39,31,24,US House,12,gen,FALSE,David Robinson,democrat,FALSE,152234,360388,20171005
1980,Ohio,OH,39,31,24,US House,20,gen,FALSE,Mary Rose Oakar,democrat,FALSE,96217,96217,20171005
2014,Ohio,OH,39,31,24,US House,1,gen,FALSE,Steve Chabot,republican,FALSE,124779,197383,20171005
2000,Ohio,OH,39,31,24,US House,5,gen,FALSE,John F. Green,libertarian,FALSE,5464,243340,20171005
2010,Ohio,OH,39,31,24,US House,12,gen,FALSE,Travis M. Irvine,libertarian,FALSE,8710,269180,20171005
1996,Ohio,OH,39,31,24,US House,13,gen,FALSE,David Kluter,natural law,FALSE,8707,244505,20171005
2000,Ohio,OH,39,31,24,US House,18,gen,FALSE,Robert W. Ney,republican,FALSE,152325,236505,20171005
2014,Ohio,OH,39,31,24,US House,9,gen,FALSE,Marcy Kaptur,democrat,FALSE,108870,160715,20171005
2000,Ohio,OH,39,31,24,US House,9,gen,FALSE,Marcy Kaptur,democrat,FALSE,168547,225328,20171005
1978,Ohio,OH,39,31,24,US House,21,gen,FALSE,Louis Stokes,democrat,FALSE,58934,68467,20171005
1980,Ohio,OH,39,31,24,US House,7,gen,FALSE,Donald Hollister,democrat,FALSE,38952,163089,20171005
2014,Ohio,OH,39,31,24,US House,9,gen,FALSE,George A. Skalsky,,TRUE,29,160715,20171005
1998,Ohio,OH,39,31,24,US House,18,gen,FALSE,Robert W. Ney,republican,FALSE,113119,187690,20171005
1984,Ohio,OH,39,31,24,US House,20,gen,FALSE,Other,,FALSE,40,167155,20171005
2002,Ohio,OH,39,31,24,US House,8,gen,FALSE,Jeff Hardenbrook,democrat,FALSE,49444,169391,20171005
2010,Ohio,OH,39,31,24,US House,15,gen,FALSE,William J. Kammerer,libertarian,FALSE,6116,220596,20171005
2004,Ohio,OH,39,31,24,US House,3,gen,FALSE,Jane Mitakides,democrat,FALSE,119448,316738,20171005
1992,Ohio,OH,39,31,24,US House,2,gen,FALSE,"Willis D. Gradison, Jr.",republican,FALSE,177720,253651,20171005
2006,Ohio,OH,39,31,24,US House,7,gen,FALSE,David L. Hobson,republican,FALSE,137899,227478,20171005
1982,Ohio,OH,39,31,24,US House,5,gen,FALSE,James R. Sherck,democrat,FALSE,70120,156570,20171005
2012,Ohio,OH,39,31,24,US House,9,gen,FALSE,Marcy Kaptur,democrat,FALSE,217771,298164,20171005
1978,Ohio,OH,39,31,24,US House,23,gen,FALSE,Homer S. Taft,republican,FALSE,33732,133707,20171005
1976,Ohio,OH,39,31,24,US House,3,gen,FALSE,"Leonard E. Stubbs, Jr.",democrat,FALSE,33873,145374,20171005
2000,Ohio,OH,39,31,24,US House,1,gen,FALSE,David A. Groshoff,libertarian,FALSE,3399,220428,20171005
2016,Ohio,OH,39,31,24,US House,14,gen,FALSE,Andrew Jarvi,,TRUE,171,350269,20171005
2012,Ohio,OH,39,31,24,US House,14,gen,FALSE,David Macko,libertarian,FALSE,11536,339894,20171005
2010,Ohio,OH,39,31,24,US House,6,gen,FALSE,Charles A. Wilson,democrat,FALSE,92823,205575,20171005
1996,Ohio,OH,39,31,24,US House,1,gen,FALSE,Mark P. Longabaugh,democrat,FALSE,94719,218424,20171005
2004,Ohio,OH,39,31,24,US House,15,gen,FALSE,Deborah Pryce,republican,FALSE,166520,277435,20171005
1980,Ohio,OH,39,31,24,US House,17,gen,FALSE,John M. Ashbrook,republican,FALSE,128870,176770,20171005
1976,Ohio,OH,39,31,24,US House,14,gen,FALSE,John F. Seiberling,democrat,FALSE,121652,164188,20171005
1980,Ohio,OH,39,31,24,US House,3,gen,FALSE,Richard L. Righter,independent,FALSE,2903,166869,20171005
2008,Ohio,OH,39,31,24,US House,14,gen,FALSE,Steven C. LaTourette,republican,FALSE,188488,323213,20171005
1996,Ohio,OH,39,31,24,US House,4,gen,FALSE,Paul Anthony McClain,democrat,FALSE,69096,227761,20171005
1994,Ohio,OH,39,31,24,US House,6,gen,FALSE,Frank A. Cremans,republican,FALSE,91263,179124,20171005
1994,Ohio,OH,39,31,24,US House,10,gen,FALSE,Francis E. Gaul,democrat,FALSE,70918,183639,20171005
1998,Ohio,OH,39,31,24,US House,11,gen,FALSE,Stephanie Tubbs Jones,democrat,FALSE,115226,143295,20171005
1992,Ohio,OH,39,31,24,US House,13,gen,FALSE,Tom Lawson,independent,FALSE,4719,252258,20171005
2000,Ohio,OH,39,31,24,US House,13,gen,FALSE,Rick H. Jeric,republican,FALSE,84295,263298,20171005
1988,Ohio,OH,39,31,24,US House,21,gen,FALSE,Franklin H. Roski,republican,FALSE,24804,173192,20171005
1998,Ohio,OH,39,31,24,US House,7,gen,FALSE,,,TRUE,6,179697,20171005
1980,Ohio,OH,39,31,24,US House,8,gen,FALSE,John W. Griffin,democrat,FALSE,44162,183752,20171005
2004,Ohio,OH,39,31,24,US House,10,gen,FALSE,Dennis J. Kucinich,democrat,FALSE,172406,287212,20171005
1992,Ohio,OH,39,31,24,US House,19,gen,FALSE,Eric Fingerhut,democrat,FALSE,138465,263083,20171005
2000,Ohio,OH,39,31,24,US House,11,gen,FALSE,Joel C. Turner,libertarian,FALSE,4230,193519,20171005
1998,Ohio,OH,39,31,24,US House,7,gen,FALSE,David L. Hobson,republican,FALSE,120765,179697,20171005
2000,Ohio,OH,39,31,24,US House,1,gen,FALSE,Richard L. Stevenson,natural law,FALSE,1933,220428,20171005
1976,Ohio,OH,39,31,24,US House,11,gen,FALSE,"Thomas R. West, Jr.",democrat,FALSE,47548,168264,20171005
1992,Ohio,OH,39,31,24,US House,4,gen,FALSE,Michael G. Oxley,republican,FALSE,147346,240440,20171005
2000,Ohio,OH,39,31,24,US House,19,gen,FALSE,Steven C. LaTourette,republican,FALSE,206639,318848,20171005
2000,Ohio,OH,39,31,24,US House,16,gen,FALSE,William Smith,democrat,FALSE,62709,234400,20171005
1982,Ohio,OH,39,31,24,US House,9,gen,FALSE,Ed Weber,republican,FALSE,64459,164217,20171005
2008,Ohio,OH,39,31,24,US House,6,gen,FALSE,Charles A. Wilson,democrat,FALSE,176330,283110,20171005
2000,Ohio,OH,39,31,24,US House,11,gen,FALSE,Stephanie Tubbs Jones,democrat,FALSE,164134,193519,20171005
1996,Ohio,OH,39,31,24,US House,7,gen,FALSE,Richard K. Blain,democrat,FALSE,61419,233001,20171005
1986,Ohio,OH,39,31,24,US House,14,gen,FALSE,Lynn Slaby,republican,FALSE,71713,154970,20171005
1988,Ohio,OH,39,31,24,US House,2,gen,FALSE,Chuck R. Stidham,democrat,FALSE,58637,211799,20171005
1976,Ohio,OH,39,31,24,US House,20,gen,FALSE,Mary Rose Oakar,democrat,FALSE,98785,121976,20171005
1998,Ohio,OH,39,31,24,US House,15,gen,FALSE,Adam Clay Miller,democrat,FALSE,49334,173176,20171005
2008,Ohio,OH,39,31,24,US House,4,gen,FALSE,Mike Carroll,democrat,FALSE,99499,285653,20171005
1982,Ohio,OH,39,31,24,US House,2,gen,FALSE,William J. Luttmer,democrat,FALSE,53169,155378,20171005
1990,Ohio,OH,39,31,24,US House,12,gen,FALSE,Mike Gelpi,democrat,FALSE,50784,181279,20171005
1990,Ohio,OH,39,31,24,US House,17,gen,FALSE,Robert R. DeJulio Jr.,republican,FALSE,38199,171406,20171005
2000,Ohio,OH,39,31,24,US House,18,gen,FALSE,Marc D. Guthrie,democrat,FALSE,79232,236505,20171005
2012,Ohio,OH,39,31,24,US House,9,gen,FALSE,Samuel J. Wurzelbacher,republican,FALSE,68668,298164,20171005
1998,Ohio,OH,39,31,24,US House,1,gen,FALSE,Steve Chabot,republican,FALSE,92421,174424,20171005
1976,Ohio,OH,39,31,24,US House,12,gen,FALSE,William R. Moss,independent,FALSE,15429,195840,20171005
2000,Ohio,OH,39,31,24,US House,13,gen,FALSE,David C. Kluter,natural law,FALSE,3108,263298,20171005
2014,Ohio,OH,39,31,24,US House,6,gen,FALSE,Dennis Lambert,green,FALSE,6065,190652,20171005
2004,Ohio,OH,39,31,24,US House,4,gen,FALSE,Michael G. Oxley,republican,FALSE,167807,286345,20171005
1994,Ohio,OH,39,31,24,US House,5,gen,FALSE,Jarrod Tudor,democrat,FALSE,49335,185214,20171005
1982,Ohio,OH,39,31,24,US House,20,gen,FALSE,Mary Rose Oakar,democrat,FALSE,133603,156052,20171005
2008,Ohio,OH,39,31,24,US House,15,gen,FALSE,Steve Stivers,republican,FALSE,137272,303838,20171005
1994,Ohio,OH,39,31,24,US House,19,gen,FALSE,Eric Fingerhut,democrat,FALSE,89701,206242,20171005
1996,Ohio,OH,39,31,24,US House,1,gen,FALSE,Steve Chabot,republican,FALSE,118324,218424,20171005
2000,Ohio,OH,39,31,24,US House,17,gen,FALSE,Carol Ann McCoy,natural law,FALSE,3154,240877,20171005
2006,Ohio,OH,39,31,24,US House,18,gen,FALSE,Zack T. Space,democrat,FALSE,129646,208905,20171005
2006,Ohio,OH,39,31,24,US House,18,gen,FALSE,Joy Padgett,republican,FALSE,79259,208905,20171005
2012,Ohio,OH,39,31,24,US House,13,gen,FALSE,Marisha G. Agana,republican,FALSE,88120,323612,20171005
1988,Ohio,OH,39,31,24,US House,4,gen,FALSE,,,TRUE,538,160637,20171005
2000,Ohio,OH,39,31,24,US House,12,gen,FALSE,Charles Ed Jordan,independent,FALSE,1566,263386,20171005
1994,Ohio,OH,39,31,24,US House,15,gen,FALSE,,,TRUE,304,159696,20171005
1976,Ohio,OH,39,31,24,US House,19,gen,FALSE,Kenneth Zurbrugg,independent,FALSE,2258,179895,20171005
2002,Ohio,OH,39,31,24,US House,12,gen,FALSE,Edward Brown,democrat,FALSE,64707,181689,20171005
2006,Ohio,OH,39,31,24,US House,15,gen,FALSE,Deborah Pryce,republican,FALSE,110714,220567,20171005
1980,Ohio,OH,39,31,24,US House,16,gen,FALSE,Ralph Regula,republican,FALSE,149960,189179,20171005
1998,Ohio,OH,39,31,24,US House,14,gen,FALSE,Tom Watkins,republican,FALSE,63027,169073,20171005
2016,Ohio,OH,39,31,24,US House,13,gen,FALSE,Calvin Hill Sr.,,TRUE,17,308004,20171005
1990,Ohio,OH,39,31,24,US House,13,gen,FALSE,John Michael Ryan,independent,FALSE,10506,164862,20171005
2012,Ohio,OH,39,31,24,US House,14,gen,FALSE,Elaine R. Mastromatteo,green,FALSE,13038,339894,20171005
1980,Ohio,OH,39,31,24,US House,5,gen,FALSE,Delbert L. Latta,republican,FALSE,137003,194707,20171005
1988,Ohio,OH,39,31,24,US House,13,gen,FALSE,Donald J. Pease,democrat,FALSE,137074,196361,20171005
1978,Ohio,OH,39,31,24,US House,9,gen,FALSE,John C. Hoyt,republican,FALSE,34326,113128,20171005
2008,Ohio,OH,39,31,24,US House,7,gen,FALSE,Sharen Swartz Neuhardt,democrat,FALSE,125547,300462,20171005
1998,Ohio,OH,39,31,24,US House,17,gen,FALSE,"James A. Traficant, Jr.",democrat,FALSE,123718,181421,20171005
2004,Ohio,OH,39,31,24,US House,12,gen,FALSE,Edward S. Brown,democrat,FALSE,122109,321046,20171005
2014,Ohio,OH,39,31,24,US House,16,gen,FALSE,James B. Renacci,republican,FALSE,132176,207375,20171005
1988,Ohio,OH,39,31,24,US House,9,gen,FALSE,Marcy Kaptur,democrat,FALSE,157557,193812,20171005
1976,Ohio,OH,39,31,24,US House,17,gen,FALSE,John M. Ashbrook,republican,FALSE,94874,167042,20171005
1990,Ohio,OH,39,31,24,US House,20,gen,FALSE,Mary Rose Oaker,democrat,FALSE,109390,149139,20171005
2002,Ohio,OH,39,31,24,US House,13,gen,FALSE,Ed Oliveros,republican,FALSE,55357,178382,20171005
2012,Ohio,OH,39,31,24,US House,14,gen,FALSE,Steven Winfield,,TRUE,5,339894,20171005
2004,Ohio,OH,39,31,24,US House,13,gen,FALSE,Sherrod Brown,democrat,FALSE,201004,298094,20171005
2010,Ohio,OH,39,31,24,US House,18,gen,FALSE,Lindsey Dean Sutton,constitution,FALSE,11246,199448,20171005
2006,Ohio,OH,39,31,24,US House,5,gen,FALSE,Paul E. Gillmor,republican,FALSE,129813,228357,20171005
2014,Ohio,OH,39,31,24,US House,1,gen,FALSE,Fred Kundrata,democrat,FALSE,72604,197383,20171005
2002,Ohio,OH,39,31,24,US House,14,gen,FALSE,Dale Blanchard,democrat,FALSE,51846,186372,20171005
2002,Ohio,OH,39,31,24,US House,7,gen,FALSE,Frank Doden,independent,FALSE,8812,167632,20171005
1994,Ohio,OH,39,31,24,US House,2,gen,FALSE,Rob Portman,republican,FALSE,150128,193858,20171005
1996,Ohio,OH,39,31,24,US House,5,gen,FALSE,Paul E. Gilmor,republican,FALSE,145892,238523,20171005
2006,Ohio,OH,39,31,24,US House,16,gen,FALSE,Thomas Shaw,democrat,FALSE,97955,235122,20171005
2002,Ohio,OH,39,31,24,US House,14,gen,FALSE,Sid Stone,independent,FALSE,113,186372,20171005
1998,Ohio,OH,39,31,24,US House,2,gen,FALSE,Charles W. Sanders,democrat,FALSE,49293,203637,20171005
1980,Ohio,OH,39,31,24,US House,4,gen,FALSE,Tennyson Guyer,republican,FALSE,133795,184945,20171005
2006,Ohio,OH,39,31,24,US House,2,gen,FALSE,Nathan Noy,none,TRUE,298,238081,20171005
1990,Ohio,OH,39,31,24,US House,5,gen,FALSE,John E. Jackson,independent,FALSE,10612,165920,20171005
2002,Ohio,OH,39,31,24,US House,17,gen,FALSE,Ann Womer Benjamin,republican,FALSE,62188,184674,20171005
2006,Ohio,OH,39,31,24,US House,3,gen,FALSE,Richard Chema,democrat,FALSE,90650,218628,20171005
2002,Ohio,OH,39,31,24,US House,11,gen,FALSE,Patrick A. Pappano,republican,FALSE,36146,152736,20171005
1996,Ohio,OH,39,31,24,US House,7,gen,FALSE,,,TRUE,17,233001,20171005
2006,Ohio,OH,39,31,24,US House,5,gen,FALSE,Robin Weirauch,democrat,FALSE,98544,228357,20171005
2002,Ohio,OH,39,31,24,US House,6,gen,FALSE,Mike Halleck,republican,FALSE,77643,191615,20171005
1988,Ohio,OH,39,31,24,US House,9,gen,FALSE,,,TRUE,72,193812,20171005
1988,Ohio,OH,39,31,24,US House,20,gen,FALSE,Michael Sajna,republican,FALSE,30944,177659,20171005
1982,Ohio,OH,39,31,24,US House,13,gen,FALSE,Donald J. Pease,democrat,FALSE,92296,150725,20171005
1996,Ohio,OH,39,31,24,US House,2,gen,FALSE,Rob Portman,republican,FALSE,186853,259473,20171005
2002,Ohio,OH,39,31,24,US House,11,gen,FALSE,Stephanie Tubbs Jones,democrat,FALSE,116590,152736,20171005
1978,Ohio,OH,39,31,24,US House,1,gen,FALSE,Joseph E. May,independent,FALSE,1907,114169,20171005
1998,Ohio,OH,39,31,24,US House,1,gen,FALSE,Roxanne Qualls,democrat,FALSE,82003,174424,20171005
2008,Ohio,OH,39,31,24,US House,15,gen,FALSE,Mary Jo Kilroy,democrat,FALSE,139584,303838,20171005
1990,Ohio,OH,39,31,24,US House,1,gen,FALSE,J. Kenneth Blackwell,republican,FALSE,80362,164294,20171005
2004,Ohio,OH,39,31,24,US House,12,gen,FALSE,Chuck Spingola,nonpartisan,TRUE,25,321046,20171005
2006,Ohio,OH,39,31,24,US House,13,gen,FALSE,Craig Foltin,republican,FALSE,85922,221561,20171005
2002,Ohio,OH,39,31,24,US House,5,gen,FALSE,Roger Anderson,democrat,FALSE,51872,188254,20171005
1984,Ohio,OH,39,31,24,US House,21,gen,FALSE,Other,,FALSE,5901,200648,20171005
1976,Ohio,OH,39,31,24,US House,23,gen,FALSE,Ronald M. Mottl,democrat,FALSE,130576,178380,20171005
1982,Ohio,OH,39,31,24,US House,2,gen,FALSE,"Willis D. Gradison, Jr.",republican,FALSE,97434,155378,20171005
1978,Ohio,OH,39,31,24,US House,4,gen,FALSE,Tennyson Guyer,republican,FALSE,85575,124935,20171005
2004,Ohio,OH,39,31,24,US House,8,gen,FALSE,Jeff Hardenbrook,democrat,FALSE,90574,292249,20171005
2000,Ohio,OH,39,31,24,US House,1,gen,FALSE,John Cranley,democrat,FALSE,98328,220428,20171005
2006,Ohio,OH,39,31,24,US House,11,gen,FALSE,Stephanie Tubbs Jones,democrat,FALSE,146799,175924,20171005
2010,Ohio,OH,39,31,24,US House,3,gen,FALSE,Michael R. Turner,republican,FALSE,152629,224084,20171005
1998,Ohio,OH,39,31,24,US House,15,gen,FALSE,Deborah Pryce,republican,FALSE,113846,173176,20171005
1984,Ohio,OH,39,31,24,US House,15,gen,FALSE,Duane Jager,democrat,FALSE,58870,207181,20171005
1992,Ohio,OH,39,31,24,US House,3,gen,FALSE,Tony P. Hall,democrat,FALSE,146072,244811,20171005
1984,Ohio,OH,39,31,24,US House,18,gen,FALSE,Douglas Applegate,democrat,FALSE,155759,205115,20171005
1986,Ohio,OH,39,31,24,US House,6,gen,FALSE,Gordon R. Roberts,democrat,FALSE,42155,151338,20171005
1976,Ohio,OH,39,31,24,US House,10,gen,FALSE,James A. Plummer,democrat,FALSE,57757,184904,20171005
1976,Ohio,OH,39,31,24,US House,12,gen,FALSE,Francine Ryan,democrat,FALSE,89424,195840,20171005
1994,Ohio,OH,39,31,24,US House,15,gen,FALSE,Deborah Pryce,republican,FALSE,112912,159696,20171005
2002,Ohio,OH,39,31,24,US House,5,gen,FALSE,Paul E. Gillmor,republican,FALSE,126286,188254,20171005
1990,Ohio,OH,39,31,24,US House,1,gen,FALSE,Charles Luken,democrat,FALSE,83932,164294,20171005
1990,Ohio,OH,39,31,24,US House,12,gen,FALSE,John R. Kasich,republican,FALSE,130495,181279,20171005
2006,Ohio,OH,39,31,24,US House,8,gen,FALSE,Mort Meier,democrat,FALSE,77640,214503,20171005
1980,Ohio,OH,39,31,24,US House,23,gen,FALSE,,,TRUE,6,144377,20171005
2002,Ohio,OH,39,31,24,US House,5,gen,FALSE,John Green,independent,FALSE,10096,188254,20171005
2012,Ohio,OH,39,31,24,US House,1,gen,FALSE,Jeff Sinnard,democrat,FALSE,131490,349716,20171005
2010,Ohio,OH,39,31,24,US House,11,gen,FALSE,Marcia L. Fudge,democrat,FALSE,139693,168447,20171005
1976,Ohio,OH,39,31,24,US House,2,gen,FALSE,Donald D. Claney,republican,FALSE,83459,171637,20171005
2000,Ohio,OH,39,31,24,US House,16,gen,FALSE,Ralph Regula,republican,FALSE,162294,234400,20171005
1988,Ohio,OH,39,31,24,US House,17,gen,FALSE,Frederick W. Lenz,republican,FALSE,47929,210455,20171005
2014,Ohio,OH,39,31,24,US House,10,gen,FALSE,David A. Harlow,libertarian,FALSE,6605,200606,20171005
1984,Ohio,OH,39,31,24,US House,6,gen,FALSE,Bob Smith,democrat,FALSE,52727,202828,20171005
2004,Ohio,OH,39,31,24,US House,16,gen,FALSE,Jeff Seemann,democrat,FALSE,101817,304361,20171005
1976,Ohio,OH,39,31,24,US House,4,gen,FALSE,Tennyson Guyer,republican,FALSE,121173,172957,20171005
2014,Ohio,OH,39,31,24,US House,5,gen,FALSE,Robert E. Latta,republican,FALSE,134449,202300,20171005
1992,Ohio,OH,39,31,24,US House,2,gen,FALSE,Thomas R. Chandler,democrat,FALSE,75924,253651,20171005
2002,Ohio,OH,39,31,24,US House,6,gen,FALSE,Ted Strickland,democrat,FALSE,113972,191615,20171005
2014,Ohio,OH,39,31,24,US House,5,gen,FALSE,Robert L. Fry,democrat,FALSE,58507,202300,20171005
2014,Ohio,OH,39,31,24,US House,8,gen,FALSE,John A. Boehner,republican,FALSE,126539,188330,20171005
1978,Ohio,OH,39,31,24,US House,11,gen,FALSE,Robert Dean Penny,independent,FALSE,4723,131181,20171005
2014,Ohio,OH,39,31,24,US House,9,gen,FALSE,Cory Hoffman,,TRUE,112,160715,20171005
1996,Ohio,OH,39,31,24,US House,2,gen,FALSE,Kathleen M. McKnight,natural law,FALSE,13905,259473,20171005
2006,Ohio,OH,39,31,24,US House,14,gen,FALSE,Lewis R. Katz,democrat,FALSE,97753,250322,20171005
2014,Ohio,OH,39,31,24,US House,11,gen,FALSE,Mark Zetzer,republican,FALSE,35461,172566,20171005
2016,Ohio,OH,39,31,24,US House,1,gen,FALSE,Sholom D. Keller,,TRUE,114,354788,20171005
1986,Ohio,OH,39,31,24,US House,2,gen,FALSE,William F. Stineman,democrat,FALSE,43448,148509,20171005
1992,Ohio,OH,39,31,24,US House,18,gen,FALSE,Bill Ress,republican,FALSE,77229,243418,20171005
1976,Ohio,OH,39,31,24,US House,22,gen,FALSE,Charles A. Vanik,democrat,FALSE,128535,176723,20171005
1990,Ohio,OH,39,31,24,US House,15,gen,FALSE,Thomas V. Erney,democrat,FALSE,68510,167919,20171005
2014,Ohio,OH,39,31,24,US House,6,gen,FALSE,Jennifer Garrison,democrat,FALSE,73561,190652,20171005
1978,Ohio,OH,39,31,24,US House,22,gen,FALSE,Charles A. Vanik,democrat,FALSE,87551,132572,20171005
1976,Ohio,OH,39,31,24,US House,14,gen,FALSE,Steven P. Meyer,independent,FALSE,2619,164188,20171005
1982,Ohio,OH,39,31,24,US House,16,gen,FALSE,Ralph Regula,republican,FALSE,110485,167871,20171005
2014,Ohio,OH,39,31,24,US House,15,gen,FALSE,Scott Wharton,democrat,FALSE,66125,194621,20171005
1982,Ohio,OH,39,31,24,US House,2,gen,FALSE,Joseph I. Lombardo,independent,FALSE,1827,155378,20171005
2002,Ohio,OH,39,31,24,US House,4,gen,FALSE,Jim Clark,democrat,FALSE,57726,177727,20171005
2016,Ohio,OH,39,31,24,US House,12,gen,FALSE,Joe Manchik,green,FALSE,13474,377534,20171005
2006,Ohio,OH,39,31,24,US House,6,gen,FALSE,"Charles A. Wilson, Jr.",democrat,FALSE,135628,218476,20171005
2000,Ohio,OH,39,31,24,US House,19,gen,FALSE,Dale Virgil Blanchard,democrat,FALSE,101842,318848,20171005
2014,Ohio,OH,39,31,24,US House,14,gen,FALSE,David Macko,libertarian,FALSE,7988,214580,20171005
1992,Ohio,OH,39,31,24,US House,11,gen,FALSE,Beryl E. Rothschild,republican,FALSE,43866,223624,20171005
1996,Ohio,OH,39,31,24,US House,10,gen,FALSE,Martin R. Hoke,republican,FALSE,104546,225696,20171005
2014,Ohio,OH,39,31,24,US House,11,gen,FALSE,Marcia L. Fudge,democrat,FALSE,137105,172566,20171005
1980,Ohio,OH,39,31,24,US House,19,gen,FALSE,Lyle Williams,republican,FALSE,107032,184304,20171005
1992,Ohio,OH,39,31,24,US House,13,gen,FALSE,Margaret R. Mueller,republican,FALSE,88889,252258,20171005
2012,Ohio,OH,39,31,24,US House,9,gen,FALSE,Sean P. Stipe,libertarian,FALSE,11725,298164,20171005
1996,Ohio,OH,39,31,24,US House,8,gen,FALSE,Jeffrey D. Kitchen,democrat,FALSE,61515,235943,20171005
1976,Ohio,OH,39,31,24,US House,16,gen,FALSE,Ralph S. Regula,republican,FALSE,116374,174091,20171005
2012,Ohio,OH,39,31,24,US House,5,gen,FALSE,Angela Zimmann,democrat,FALSE,137806,351878,20171005
1994,Ohio,OH,39,31,24,US House,8,gen,FALSE,,,TRUE,87,148425,20171005
1988,Ohio,OH,39,31,24,US House,17,gen,FALSE,"James A. Traficant, Jr.",democrat,FALSE,162526,210455,20171005
1982,Ohio,OH,39,31,24,US House,19,gen,FALSE,Thomas Pekarek,libertarian,FALSE,3129,189942,20171005
2000,Ohio,OH,39,31,24,US House,14,gen,FALSE,Tom Sawyer,democrat,FALSE,149184,230088,20171005
1976,Ohio,OH,39,31,24,US House,9,gen,FALSE,"Thomas Ludlow, Ashley",democrat,FALSE,91040,167969,20171005
1982,Ohio,OH,39,31,24,US House,20,gen,FALSE,Milton R. Norris,libertarian,FALSE,2844,156052,20171005
2008,Ohio,OH,39,31,24,US House,12,gen,FALSE,Steven R. Linnabary,libertarian,FALSE,10707,360388,20171005
1996,Ohio,OH,39,31,24,US House,9,gen,FALSE,Elizabeth A. Slotnick,natural law,FALSE,4677,221334,20171005
1978,Ohio,OH,39,31,24,US House,10,gen,FALSE,Clarence E. Miller,republican,FALSE,99329,134368,20171005
1988,Ohio,OH,39,31,24,US House,11,gen,FALSE,Dennis E. Eckart,democrat,FALSE,124600,202628,20171005
1984,Ohio,OH,39,31,24,US House,1,gen,FALSE,Other,,FALSE,10222,220658,20171005
2016,Ohio,OH,39,31,24,US House,15,gen,FALSE,Scott Wharton,democrat,FALSE,113960,336807,20171005
2016,Ohio,OH,39,31,24,US House,15,gen,FALSE,Steve Stivers,republican,FALSE,222847,336807,20171005
